Time_s,Mass_kg,Pos_X_East_m,Pos_Y_North_m,Pos_Z_Up_m,Vel_X_mps,Vel_Y_mps,Vel_Z_mps,Quat_w,Quat_x,Quat_y,Quat_z,Omega_X_radps,Omega_Y_radps,Omega_Z_radps,Control_Ux_N,Control_Uy_N,Control_Uz_N,Thrust_Magnitude_N
11.1129256098639,27863.7922472522,16.6714150198273,-41.4117258529757,97.6565019926067,-8.91573718186166,25.2481497221512,-22.7297136659079,0.957466580724685,0.277221724545922,0.0793618307235431,-0.0103720334537158,0.0755574697764322,0.0213158370050465,-1.14478651757558e-10,-8561.25948669476,-34425.6353919166,318105.344851211,320077.224992725
11.6685718903571,27798.9762538621,11.9391679212903,-28.5112399932506,84.8764170437461,-8.07371110532843,21.1447055317177,-23.2867079308417,0.953664977232662,0.288060382349128,0.0863728949891039,-0.00916865371205782,0.00398766141337153,0.0296077267387746,-1.12076573045297e-10,33.851187861496,-39177.0049464055,323007.894411486,325375.073898748
12.2242181708503,27734.323047173,7.76723238156995,-17.8418587822938,71.8184058526919,-6.86763188122954,17.4258620361382,-23.630075379861,0.954370852551015,0.283707134404757,0.0929546199828414,-0.00678140145868881,-0.0197840183609794,0.0149326876603424,-1.08694884622357e-10,15058.010142438,14730.1266230631,319326.512137669,320020.533175279
12.7798644513435,27669.6027902349,4.31975015020449,-9.1367063010951,58.6252237796343,-5.59358958149689,13.7556623718288,-23.9243942159934,0.956025502084185,0.27764656983641,0.094308281533107,-0.00579468020430029,-0.0433716647602757,-0.000354709369780377,-1.04245432314023e-10,663.602239527352,-38987.7443822273,323679.772582192,326020.060362558
13.3355107318367,27602.3615570408,1.54958328663405,-2.62644218019414,45.2435491821089,-4.32726608032675,9.70811026678006,-24.1507035386183,0.961980265001949,0.256689047666933,0.09321005834758,-0.00407356741250437,-0.111254172791272,-0.0121991939542438,-9.85869005586137e-11,11517.3069850986,-30822.8634444561,342062.923434753,343641.878792202
13.8911570123299,27493.6986700693,-0.310242173266524,1.29943629990451,32.4608067010437,-2.1055355942384,3.80936426792866,-20.6971791051375,0.97292315450088,0.214720172148354,0.0855073960353082,-0.00206683143348929,-0.215644229782402,-0.0517407859395773,-9.14933895451177e-11,29147.404014568,-76532.2349605926,733832.002940055,738387.542343358
14.4468032928231,27387.5767968336,-0.818993360677268,1.90067652661554,22.3687372943614,-0.0151779923052417,-0.636750871875631,-16.6808811506566,0.987530355249896,0.143611137322803,0.0644941569534133,-0.000379470539923334,-0.277057710450468,-0.10032239483509,-8.25791875811864e-11,20814.0918780036,13374.3974179482,319042.718696779,320000.558250187
15.0024495733163,27323.3986699051,-0.582350084573065,1.23831009760362,13.3405706897438,0.680663041101534,-1.52166125609473,-15.7607481644938,0.996750318277914,0.0727956486090153,0.0344905202552618,-3.53569241054249e-05,-0.229223735533466,-0.105563222318232,-7.11014905738455e-11,-15424.4066304904,35818.2290858537,317615.258187159,320000.484512203
15.5580958538095,27240.5154448166,-0.201363188948194,0.410645117277054,5.22682179143701,0.619056770946957,-1.29766110287802,-12.8149395785817,0.9997333063643,0.020730666742272,0.0101762391755431,-1.86588944233065e-06,-0.139423103813518,-0.0668200145791079,-5.48298732195511e-11,-24419.2432263431,56533.0535252519,501541.581171185,505308.067642234
16.1137421343027,27109.4281222229,7.15601066514998e-19,1.04556564822716e-18,3.05158573572284e-13,-9.92873672221386e-19,-1.10885699766162e-19,-5,1,2.28183801875725e-24,5.19684092971497e-24,2.200733846562e-23,3.65594923921541e-23,5.83533950281815e-24,-8.0984161579484e-16,-44298.6926307394,86850.1523183857,794035.367368993,799998.429848041
